,price,area,bath,room,parking,year,property_type,near_cc,near_school,near_parks,near_avenue,security,elevator,rest_area,pool,ranking
2119,169000,100,2,3,1,1973,1,1,1,0,0,1,1,0,0,5.0
2120,128550,82,2,3,1,2013,1,0,0,0,0,0,0,0,0,4.49
2121,157000,115,3,3,1,2011,1,0,0,0,0,0,0,0,0,4.49
2122,44000,44,2,2,0,2023,1,1,1,1,0,0,1,0,0,3.22
2123,110000,80,2,3,1,2014,1,1,1,1,1,1,1,1,0,5.0
2124,198500,110,2,3,1,2015,1,1,1,0,0,1,1,1,0,5.0
2125,99900,85,2,3,1,2008,1,0,0,0,0,0,0,0,0,4.4
2126,200000,90,2,2,0,2017,1,0,1,0,0,1,0,0,0,5.0
2127,195000,80,2,3,1,2013,1,1,1,0,0,0,1,1,1,5.0
2128,160000,124,4,4,0,2023,1,1,1,1,1,0,0,0,0,4.4
2129,205000,141,3,3,1,2013,1,1,0,0,0,1,1,0,0,5.0
2130,127027,74,2,3,1,2019,1,0,0,0,0,0,1,1,0,4.49
2131,57000,75,2,3,0,2019,1,1,1,0,1,1,0,1,0,2.36
2132,100000,110,2,3,1,2004,1,1,0,0,1,0,0,0,0,4.76
2133,162527,60,2,2,1,2023,1,1,0,0,1,1,0,1,0,5.0
2134,125000,63,2,3,1,2020,1,1,1,1,0,1,1,1,0,4.49
2135,75000,86,2,2,0,2015,1,1,1,0,0,0,0,0,0,3.13
2136,94594,60,2,2,1,2019,1,1,0,0,0,0,0,0,0,4.49
2137,95000,75,2,3,1,2015,1,1,1,1,0,1,1,0,0,2.71
2138,95000,80,2,3,1,2018,1,0,0,0,0,0,1,1,0,2.71
2139,145000,94,2,3,1,2013,1,1,1,0,0,0,0,0,0,4.59
2140,52500,40,1,1,0,2023,1,1,0,0,0,0,1,0,0,4.49
2141,58000,72,2,3,0,2018,1,1,1,0,0,1,1,1,0,2.36
2142,180000,115,2,3,0,2004,1,1,1,1,0,0,0,0,0,4.59
2143,160000,95,2,2,1,2003,1,1,1,1,0,1,0,0,0,4.59
2144,136000,80,2,2,0,2011,1,1,1,1,0,1,1,1,1,4.49
2145,235000,110,2,3,0,2023,1,0,0,0,0,1,0,0,0,5.0
2146,108000,100,2,3,0,2023,1,1,1,1,0,1,0,1,1,4.11
2147,94000,81,2,2,1,1998,1,1,1,1,1,1,0,0,0,3.27
2148,79729,45,1,1,0,2023,1,0,0,0,0,1,1,1,0,4.27
2149,199900,97,2,3,1,2016,1,1,0,0,0,0,0,0,0,5.0
2150,200000,112,3,3,1,2019,1,1,1,0,1,1,1,0,0,5.0
2151,143500,79,2,3,0,2017,1,0,0,0,0,0,0,0,0,4.66
2152,32500,55,2,2,0,2023,1,1,1,0,0,1,0,1,0,1.9
2153,130000,89,2,3,1,2011,1,0,0,0,1,0,0,0,0,4.66
2154,187625,125,2,3,1,2023,1,1,1,0,1,1,1,1,0,4.59
2155,170000,95,2,3,0,2008,1,1,1,1,0,1,1,0,0,5.0
2156,65488,67,1,3,1,2023,1,0,0,0,0,0,0,0,0,3.13
2157,206000,92,2,2,1,2014,1,1,1,0,0,1,0,0,0,5.0
2158,175000,131,2,3,1,1987,1,1,1,1,0,0,0,1,0,4.76
2159,96000,67,2,3,1,2006,1,1,1,0,0,0,0,0,0,4.59
2160,66800,70,2,3,0,2015,1,1,1,0,0,1,1,1,0,3.21
2161,243000,102,2,2,0,2013,1,1,1,0,0,1,1,1,0,4.11
2162,173000,84,2,2,0,2014,1,1,1,0,0,0,1,0,0,5.0
2163,146693,68,2,2,0,2023,1,1,1,1,0,1,1,0,0,5.0
2164,230000,95,2,3,0,2009,1,0,0,0,0,0,0,0,0,4.95
2165,104500,108,2,3,0,2023,1,0,0,0,0,1,0,1,0,1.46
2166,128000,100,2,3,1,2013,1,1,1,0,0,1,1,0,0,4.4
2167,65000,130,2,4,0,2009,1,0,1,1,1,0,0,1,0,2.8
2168,245000,122,2,3,1,2000,1,1,1,1,0,1,1,1,1,5.0
2169,135000,78,2,3,1,2019,1,0,0,0,0,1,0,0,0,4.11
2170,104000,65,1,3,0,2005,1,1,0,0,0,0,0,0,0,4.27
2171,107000,80,2,3,0,2012,1,1,1,1,1,1,1,1,0,4.66
2172,115000,83,2,3,1,2008,1,1,1,0,0,1,1,1,0,4.4
2173,55000,44,2,3,0,2018,1,1,1,0,0,1,1,0,0,2.71
2174,63514,72,2,3,0,2016,1,1,1,1,1,0,0,0,0,2.36
2175,85000,79,1,3,0,2003,1,1,1,1,0,1,0,1,0,3.22
2176,100000,117,2,3,0,2005,1,0,0,0,0,0,0,0,0,3.22
2177,65000,72,3,3,0,2023,1,0,0,0,0,0,0,0,0,4.59
2178,81000,120,2,3,0,2023,1,1,1,1,0,0,0,0,0,1.9
2179,136500,59,2,3,1,2017,1,1,0,1,0,1,1,1,0,4.11
2180,171000,101,2,2,0,1998,1,1,1,1,0,1,1,0,0,5.0
2181,129000,133,2,3,0,2023,1,1,1,1,0,0,0,0,0,3.22
2182,104000,52,2,2,0,2023,1,1,0,0,0,1,1,1,0,5.0
2183,120000,65,2,2,0,2020,1,1,1,0,1,1,1,1,0,5.0
2184,79000,71,2,3,0,2023,1,0,1,0,1,0,0,0,0,3.22
2185,180000,99,2,3,1,1994,1,1,1,1,1,1,1,1,1,5.0
2186,243000,89,2,2,0,2019,1,0,0,0,0,1,1,1,0,5.0
2187,185000,91,2,3,1,2006,1,1,1,1,0,1,1,0,0,5.0
2188,165000,116,2,3,1,2019,1,1,1,0,1,0,0,0,0,4.59
2189,210000,110,3,3,0,2016,1,1,1,1,0,1,1,1,0,5.0
2190,120000,47,2,3,0,2023,1,0,0,0,0,0,0,1,0,4.11
2191,158000,87,2,2,1,1997,1,0,0,0,0,0,0,0,0,5.0
2192,134000,177,3,4,1,2011,1,1,1,1,0,0,0,1,0,4.59
2193,240000,120,3,3,1,2023,1,1,1,1,0,1,1,1,0,4.59
2194,148000,89,2,3,0,2014,1,1,1,1,0,1,1,1,1,4.49
2195,225000,139,3,3,1,2013,1,1,1,1,0,1,1,1,0,4.59
2196,97000,94,2,3,1,2021,1,1,1,1,0,1,0,0,0,1.46
2197,170000,80,2,2,1,2023,1,0,1,0,0,1,1,1,0,5.0
2198,215000,103,2,3,1,2015,1,1,1,1,0,1,1,1,1,4.59
2199,185000,100,2,2,0,2015,1,1,1,1,0,1,1,1,1,4.59
2200,222300,122,2,3,1,2023,1,1,0,0,0,0,0,1,0,5.0
2201,113513,81,1,3,1,2023,1,0,1,1,0,1,0,0,0,4.76
2202,207000,121,2,3,1,2021,1,1,0,0,0,0,1,1,0,4.59
2203,118000,39,2,3,1,2020,1,1,1,1,0,1,1,0,1,4.11
2204,64900,32,1,1,0,2020,1,1,1,0,0,1,1,1,0,3.27
2205,183000,100,2,2,0,2015,1,1,1,1,0,1,1,1,1,4.59
2206,120000,48,2,3,1,1998,1,0,0,1,0,1,1,1,0,5.0
2207,91000,87,2,2,0,1987,1,1,1,1,0,0,0,0,0,4.66
2208,118000,82,1,3,1,1991,1,1,0,0,0,0,0,0,0,4.95
2209,65000,51,1,2,0,2019,1,1,1,1,0,1,0,1,0,1.46
2210,165000,104,2,3,0,1998,1,1,1,1,0,1,0,1,0,4.76
2211,64000,75,1,2,0,2005,1,1,1,1,1,0,0,0,0,2.8
2212,145000,102,2,3,0,2016,1,1,1,0,0,0,0,0,0,1.51
2213,196800,90,2,2,0,2023,1,0,0,0,0,1,0,0,0,5.0
2214,133243,80,3,3,0,2023,1,1,1,1,0,1,1,1,0,5.0
2215,195000,110,3,3,0,2009,1,1,1,0,1,1,1,1,1,4.59
2216,94594,64,2,2,0,2021,1,1,1,0,0,1,1,1,1,3.27
2217,225000,134,2,4,1,2013,1,0,0,1,0,0,1,0,0,4.59
2218,190000,95,2,3,0,2008,1,0,1,0,0,0,0,0,0,5.0
2219,189000,177,2,3,1,1998,1,1,0,0,0,0,0,0,0,5.0
2220,140270,74,2,3,0,2023,1,0,0,0,0,0,0,0,0,4.49
2221,142900,102,2,3,1,2007,1,0,1,0,0,1,0,0,0,5.0
2222,190000,137,3,3,1,2015,1,0,0,0,0,1,0,0,0,4.59
2223,134000,92,2,3,0,2018,1,1,1,1,0,1,1,1,0,5.0
2224,209000,120,2,3,1,2012,1,0,1,0,0,1,0,1,0,4.59
2225,155000,86,2,2,1,2014,1,1,0,0,0,1,0,0,0,4.95
2226,83811,89,2,2,1,2023,1,1,1,0,0,1,1,1,0,2.71
2227,160000,180,3,4,0,2021,1,1,1,1,0,0,0,1,0,3.27
2228,130000,101,2,3,0,2023,1,1,1,1,0,0,0,0,0,4.66
2229,85000,67,1,3,0,2008,1,1,1,0,0,1,0,0,0,4.59
2230,105000,73,2,3,0,2004,1,1,1,0,0,0,1,0,0,4.66
2231,137000,90,3,3,1,2014,1,1,1,1,0,1,1,0,0,4.59
2232,120000,76,2,2,1,2007,1,0,0,0,0,0,0,0,0,5.0
2233,165000,143,3,4,0,2011,1,1,1,1,0,1,0,1,0,4.95
2234,105000,75,2,3,1,2009,1,0,1,0,1,0,0,0,0,4.59
2235,170000,126,3,3,0,2023,1,1,1,1,0,0,0,0,0,4.59
2236,137351,70,2,3,0,2023,1,0,0,0,0,0,0,0,0,4.49
2237,137000,70,2,3,1,2013,1,0,0,0,0,0,0,0,0,4.4
2238,170000,164,2,4,1,2006,1,1,1,1,0,1,0,0,0,5.0
2239,130000,75,2,3,1,2017,1,1,1,0,0,1,1,1,0,4.4
2240,192500,90,2,2,1,2023,1,1,1,1,0,1,1,0,1,5.0
2241,118000,62,2,2,1,2023,1,1,1,1,0,1,1,1,0,5.0
2242,200000,114,2,2,1,2014,1,0,0,0,0,0,1,0,0,4.11
2243,136500,93,3,3,1,2014,1,1,1,0,0,1,1,1,0,5.0
2244,88000,75,2,3,1,2022,1,1,1,1,0,1,0,0,0,3.22
2245,116000,89,2,3,0,2009,1,1,1,0,0,0,1,0,0,4.66
2246,112000,75,2,3,1,2016,1,1,1,0,0,1,1,1,0,4.66
2247,104900,65,2,3,0,2019,1,1,0,0,0,0,0,0,0,5.0
2248,100000,40,2,2,0,2023,1,1,1,1,0,1,1,1,0,4.95
2249,117000,50,1,1,1,1994,1,1,1,1,0,1,1,1,0,5.0
2250,139900,96,3,3,1,2012,1,1,1,0,0,0,0,0,0,4.59
2251,71621,36,2,3,0,2023,1,1,1,1,0,1,0,1,1,4.49
2252,32200,55,2,2,0,2023,1,1,1,0,0,0,0,0,0,2.36
2253,220000,160,2,3,1,2011,1,1,1,1,0,1,1,1,0,5.0
2254,129000,76,2,2,1,2017,1,0,0,0,0,0,0,1,0,4.4
2255,188000,83,2,2,1,2018,1,1,1,1,0,1,1,1,1,5.0
2256,70000,73,2,3,0,2020,1,1,0,0,0,1,0,1,0,3.22
2257,125459,71,2,2,0,2023,1,0,0,0,0,0,0,0,0,5.0
2258,230000,101,2,3,1,2021,1,1,0,1,0,1,0,0,0,5.0
2259,89500,69,2,2,1,2015,1,1,1,1,0,1,1,1,0,4.59
2260,83300,75,1,3,1,1987,1,1,1,0,0,0,0,0,0,4.11
2261,127810,73,3,3,0,2023,1,1,1,0,0,1,1,0,0,3.21
2262,173000,82,2,2,1,2013,1,0,0,0,0,0,0,0,0,5.0
2263,143243,66,2,2,0,2021,1,1,1,1,0,1,1,0,0,4.27
2264,178000,80,2,3,1,2022,1,1,1,1,0,1,1,1,1,4.27
2265,97000,66,2,3,0,2023,1,0,0,0,0,1,0,0,0,4.49
2266,94000,45,2,3,1,2023,1,1,0,0,0,1,0,1,0,4.11
2267,92000,81,2,3,1,2023,1,1,1,0,0,1,1,1,0,2.71
2268,245000,121,2,2,1,2020,1,0,0,0,0,0,0,0,0,5.0
2269,205000,147,1,1,1,2016,1,0,0,0,0,0,1,1,1,5.0
2270,89000,63,2,2,1,2016,1,1,1,1,0,1,1,1,1,4.66
2271,50160,58,2,3,0,2014,1,1,1,1,0,1,0,1,0,1.46
2272,71000,46,2,3,1,2023,1,0,1,0,1,0,0,0,0,4.27
2273,74000,107,2,3,0,2023,1,1,1,0,1,1,0,0,0,2.36
2274,228000,157,3,3,1,2009,1,1,0,0,1,1,0,1,0,5.0
2275,125000,87,2,4,1,2022,1,1,1,0,0,1,1,1,0,4.66
2276,110000,73,2,3,1,1961,1,1,1,1,0,1,0,1,0,5.0
2277,99000,76,2,3,0,2023,1,1,1,0,0,1,1,0,0,2.71
2278,112300,69,2,3,0,2023,1,0,1,0,0,1,0,0,0,4.66
2279,230000,118,3,3,0,2021,1,1,1,1,0,1,1,1,0,5.0
2280,125000,76,2,3,1,2020,1,1,1,1,0,1,1,1,1,2.8
2281,225000,190,3,3,1,2023,1,0,0,0,0,0,1,1,1,4.66
2282,240000,140,2,3,0,2005,1,1,0,0,0,0,0,0,0,5.0
2283,115000,82,1,2,0,2005,1,1,1,0,0,1,0,0,0,5.0
2284,185000,100,2,2,1,2015,1,1,1,0,0,1,1,1,1,4.59
2285,170000,98,2,3,1,2012,1,0,0,1,0,1,1,0,0,5.0
2286,79459,40,2,3,0,2023,1,0,1,0,0,0,1,1,1,4.27
2287,123647,47,2,2,0,2023,1,1,1,0,0,1,1,1,0,5.0
2288,228378,107,2,3,0,2023,1,0,0,0,0,1,0,0,1,5.0
2289,163799,89,2,3,0,2023,1,0,0,1,0,1,1,0,0,5.0
2290,136500,79,2,2,1,2018,1,1,1,1,0,1,1,0,0,5.0
2291,115000,42,1,1,0,2019,1,1,1,0,0,1,1,1,1,4.11
2292,211000,124,3,3,0,2023,1,1,1,1,0,1,1,1,0,4.59
2293,230000,219,3,3,1,2009,1,1,1,0,1,0,1,1,0,4.59
2294,105405,74,2,3,1,2018,1,1,0,0,0,0,0,0,0,2.71
2295,195000,121,2,3,0,2004,1,1,1,1,0,1,1,0,0,5.0
2296,105000,75,2,2,0,2018,1,0,0,0,0,0,0,0,0,4.66
2297,58500,35,2,3,0,2023,1,1,0,1,0,0,1,0,0,4.49
2298,139000,60,2,3,1,2023,1,1,1,0,0,1,1,1,0,5.0
2299,155000,89,2,3,0,2009,1,1,1,1,0,1,1,0,0,4.59
2300,220000,192,4,4,1,2013,1,0,0,0,0,0,1,1,1,4.66
2301,129000,82,3,3,0,2014,1,1,1,0,1,0,0,0,0,5.0
2302,61291,58,2,2,1,2023,1,1,1,0,0,1,1,1,0,2.71
2303,45000,75,1,2,0,2011,1,0,0,0,0,0,0,0,0,1.46
2304,115000,84,2,3,0,2007,1,0,0,1,0,1,0,0,0,2.71
2305,208000,92,3,3,0,2019,1,1,1,1,0,1,1,1,0,4.95
2306,195000,131,3,3,0,1991,1,1,1,0,1,0,0,0,0,4.59
2307,102700,90,2,3,0,2022,1,1,1,0,0,0,0,0,0,3.22
2308,180500,74,2,2,0,2023,1,0,0,0,0,0,0,0,0,4.27
2309,140000,69,2,3,0,2023,1,0,0,0,0,0,0,0,0,4.49
2310,144000,95,3,3,1,2005,1,1,1,0,0,0,0,0,0,4.76
2311,230000,162,3,3,0,1981,1,1,1,0,0,1,1,1,0,5.0
2312,106486,74,2,2,0,2011,1,0,0,1,0,0,1,0,0,3.21
2313,130000,73,2,2,1,1993,1,1,1,0,0,1,0,0,0,5.0
2314,160000,84,2,2,1,2010,1,1,0,0,1,0,0,0,0,5.0
2315,184300,77,2,2,1,2023,1,1,1,1,1,0,0,0,0,4.27
2316,179999,129,2,3,1,2008,1,1,0,1,0,0,0,1,0,4.59
2317,92000,87,2,3,0,2008,1,0,1,1,0,0,0,1,0,3.22
2318,230000,120,3,3,1,2018,1,1,1,0,0,1,1,0,0,5.0
2319,98915,80,2,3,0,2023,1,1,1,0,0,0,0,0,0,2.71
2320,40000,38,1,2,0,2008,1,1,0,1,1,0,0,0,0,3.22
2321,98915,80,2,3,0,2023,1,1,1,0,0,0,0,0,0,2.71
2322,221000,108,3,3,1,2023,1,0,0,0,0,1,0,1,0,5.0
2323,80779,36,2,3,1,2008,1,0,0,0,1,0,0,0,0,4.49
2324,163000,92,2,3,1,2008,1,1,1,1,0,1,0,0,0,4.76
2325,85135,63,2,3,0,2022,1,1,1,0,0,1,1,1,1,4.66
2326,89000,65,2,2,0,2018,1,1,1,1,0,1,1,1,0,4.66
2327,179775,63,2,2,0,2022,1,0,0,0,0,0,1,0,1,4.11
2328,198000,134,3,3,1,2005,1,1,1,1,0,1,1,1,0,4.59
2329,115000,75,2,3,0,2016,1,1,1,1,0,1,1,1,0,4.49
2330,135000,71,2,3,0,2007,1,0,0,0,0,0,0,0,0,4.4
2331,190000,110,2,3,1,2013,1,0,0,0,0,0,0,0,0,4.59
2332,168000,84,2,2,1,2023,1,1,1,0,0,1,0,0,0,5.0
2333,125000,85,2,3,1,2023,1,1,1,0,0,0,0,0,0,4.76
2334,35135,65,2,3,0,2017,1,0,0,1,1,0,0,1,0,1.9
2335,100000,72,2,3,0,1994,1,0,1,0,0,0,0,0,0,4.4
2336,39000,31,1,1,0,2008,1,1,0,1,1,0,0,0,0,3.22
2337,208000,90,2,3,1,2022,1,0,0,0,0,1,1,0,0,4.49
2338,120000,84,2,2,1,2016,1,0,1,1,0,1,1,1,0,4.49
2339,145000,118,2,3,0,2010,1,1,1,1,0,1,0,0,0,4.59
2340,220000,196,2,3,1,1998,1,1,1,1,0,1,0,1,0,4.59
2341,214000,179,2,3,1,1993,1,1,1,0,1,1,0,0,0,4.59
2342,135135,80,2,3,1,2021,1,1,1,1,0,1,1,1,0,5.0
2343,220000,100,2,3,1,2013,1,1,0,1,0,1,1,1,0,5.0
2344,110200,44,1,1,0,2023,1,1,0,1,0,1,1,1,0,3.21
2345,175000,100,2,3,1,2011,1,1,1,0,0,1,0,1,0,5.0
2346,158000,90,2,2,1,2003,1,1,1,0,0,0,0,0,0,4.95
2347,145000,44,2,3,1,2019,1,1,0,1,0,1,1,1,0,4.11
2348,215000,125,3,3,1,2012,1,1,1,1,1,1,1,1,0,5.0
2349,83500,83,2,3,0,2006,1,0,0,0,0,0,0,0,0,2.36
2350,90000,56,2,2,0,2016,1,1,1,0,0,1,1,1,1,4.27
2351,155000,134,3,3,1,1988,1,0,0,1,0,1,0,1,0,4.95
2352,148000,113,2,3,0,2010,1,1,1,1,0,1,1,1,0,4.59
2353,118000,73,3,3,0,2014,1,1,1,1,0,1,1,1,0,5.0
2354,165000,113,3,4,1,2007,1,1,1,1,0,0,0,1,0,4.59
2355,225000,107,2,2,1,2018,1,1,1,0,0,1,0,1,0,4.66
2356,230000,124,2,2,1,2018,1,1,1,1,0,1,1,1,0,5.0
2357,135000,45,1,1,0,2020,1,0,0,1,0,0,0,0,0,3.21
2358,105000,70,2,3,0,2023,1,1,1,1,0,0,1,0,0,4.66
2359,118579,63,2,3,1,2022,1,0,0,0,0,0,1,0,0,4.4
2360,146500,90,3,3,0,2009,1,1,1,1,0,1,1,0,0,5.0
2361,170000,100,2,3,1,2020,1,1,1,1,0,0,0,1,0,3.21
2362,163000,104,3,3,1,2011,1,1,1,0,0,0,0,0,0,5.0
2363,95000,80,2,3,0,2013,1,1,0,0,0,1,1,0,0,2.71
2364,125000,72,2,3,1,2020,1,1,0,0,0,0,0,0,0,4.49
2365,113000,83,2,2,0,2023,1,1,1,1,0,1,1,1,0,4.59
2366,220000,120,2,3,0,2019,1,0,0,0,0,1,0,0,0,5.0
2367,121900,65,2,2,0,2018,1,1,1,1,1,1,1,1,0,4.4
2368,120000,114,2,2,1,2012,1,1,1,0,0,1,0,0,0,1.51
2369,130000,90,2,3,1,2016,1,1,1,1,0,1,1,1,0,4.59
2370,99000,118,2,3,1,1996,1,1,1,0,0,0,0,0,0,4.11
2371,160000,77,2,3,1,2006,1,1,0,0,0,1,1,1,0,5.0
2372,137000,130,3,3,1,2021,1,1,1,1,0,0,0,0,0,4.76
2373,77000,65,1,3,1,2008,1,1,1,1,0,1,0,1,0,4.59
2374,62000,108,2,3,0,2023,1,1,1,1,0,0,0,0,0,3.13
2375,180000,112,3,3,1,2011,1,1,1,1,0,1,1,1,0,4.59
2376,135135,74,2,3,1,2019,1,1,1,1,0,1,1,1,1,4.66
2377,160000,90,2,2,1,2008,1,1,1,1,0,0,1,0,0,4.59
2378,165000,94,2,3,1,2017,1,1,0,0,0,1,1,1,0,4.4
2379,177300,84,2,2,1,2020,1,1,1,0,1,1,1,1,1,5.0
2380,169000,95,2,3,0,2009,1,0,1,0,0,0,1,0,0,5.0
2381,135000,76,2,2,0,2021,1,1,1,1,1,1,1,1,1,4.4
2382,76000,91,2,3,1,2023,1,1,1,1,1,0,0,0,0,2.8
2383,189000,115,3,3,1,2014,1,1,1,1,1,1,1,1,1,4.59
2384,128000,117,2,3,0,2023,1,1,1,1,0,1,0,0,0,2.71
2385,96000,107,2,3,0,2018,1,1,0,0,1,0,0,0,0,2.8
2386,185000,120,2,3,1,2018,1,0,0,0,0,0,1,0,0,4.59
2387,160000,93,2,3,0,2015,1,1,1,0,0,1,1,0,0,4.59
2388,165000,89,2,3,1,2016,1,0,0,0,1,0,0,1,0,4.11
2389,125000,98,1,3,1,1975,1,1,1,1,0,0,0,0,0,4.4
2390,127500,75,2,2,0,2010,1,0,0,0,1,0,0,0,0,4.11
2391,149000,135,2,3,0,1994,1,1,1,1,0,0,0,0,0,4.95
2392,151000,84,2,3,1,2016,1,1,0,0,1,0,0,0,0,4.49
2393,79000,54,2,3,1,2013,1,1,1,1,0,1,1,1,0,4.95
2394,105000,78,1,2,0,2023,1,1,1,1,0,0,1,1,0,3.21
2395,164000,98,3,4,1,2012,1,1,1,1,1,1,1,1,1,5.0
2396,105405,148,2,2,0,2015,1,1,1,0,1,0,1,1,0,2.71
2397,220000,118,2,3,1,1992,1,1,1,1,0,1,0,1,0,4.95
2398,230000,216,3,4,0,2006,1,0,1,1,0,1,1,1,0,5.0
2399,210000,100,2,3,1,2016,1,1,1,1,0,1,1,0,0,4.27
2400,210000,120,2,3,1,1993,1,1,1,1,0,1,1,0,0,5.0
2401,127000,71,2,3,1,2023,1,1,0,0,0,0,0,0,0,4.49
2402,140000,121,2,2,0,1973,1,1,0,0,1,0,0,0,0,4.27
2403,93000,78,2,3,0,2009,1,0,0,0,1,0,0,0,0,5.0
2404,223865,140,2,4,0,2023,1,0,0,0,0,0,0,1,0,4.49
2405,103000,60,2,3,1,2018,1,1,0,0,0,0,0,0,0,4.49
2406,160000,55,2,2,1,2023,1,0,0,0,0,0,0,0,0,3.21
2407,200000,107,2,2,1,2016,1,0,0,0,0,0,0,0,0,4.59
2408,154054,100,3,3,0,2023,1,1,1,1,0,1,0,0,0,3.27
2409,189000,126,3,3,0,2014,1,1,1,0,1,1,0,1,1,5.0
2410,249900,185,4,4,1,2023,1,1,1,1,0,1,1,1,0,4.59
2411,120000,70,2,2,0,2016,1,1,0,1,0,1,1,0,0,4.27
2412,180000,114,2,3,1,2011,1,1,1,1,0,1,1,0,0,4.59
2413,112500,77,2,3,0,2014,1,1,1,0,0,0,0,0,0,3.21
2414,74000,43,2,3,0,2017,1,1,1,1,1,0,1,1,1,4.49
2415,215000,135,3,3,1,2010,1,1,1,0,1,0,0,1,0,4.95
2416,210540,100,2,3,1,2017,1,1,1,0,0,1,1,0,0,5.0
2417,149800,97,2,3,0,2011,1,0,0,0,0,0,0,0,0,4.59
2418,156000,71,1,1,1,2016,1,1,1,0,0,1,1,1,0,5.0
2419,124000,49,1,1,0,2023,1,1,1,1,0,1,0,0,0,5.0
2420,230000,174,3,4,0,2017,1,1,1,1,0,1,1,0,0,4.11
2421,113000,110,2,3,1,2023,1,1,1,1,0,0,1,0,0,3.13
2422,98000,106,2,3,1,2023,1,1,1,1,1,0,0,0,0,2.8
2423,122702,70,2,3,0,2023,1,0,0,0,0,0,0,0,0,4.66
2424,58500,75,2,2,0,1991,1,0,1,1,0,0,0,0,0,3.13
2425,80000,70,2,3,1,2018,1,1,1,1,0,1,1,1,0,2.71
2426,195000,136,2,3,1,1993,1,1,1,1,1,1,0,1,0,4.59
2427,215000,87,2,3,1,2019,1,0,0,0,0,0,0,0,0,5.0
2428,180000,142,2,3,1,2006,1,1,1,0,0,1,0,1,0,2.71
2429,195000,90,2,2,1,2023,1,0,0,1,0,0,1,1,0,4.59
2430,120000,79,2,2,1,2000,1,1,0,0,0,0,0,0,0,4.95
2431,106000,72,2,3,0,2023,1,1,1,0,0,1,1,1,0,5.0
2432,95096,80,2,3,0,2023,1,1,1,0,0,1,1,1,0,2.71
2433,136088,86,2,3,0,2023,1,0,0,0,0,0,0,0,0,4.66
2434,133783,67,2,3,0,2021,1,1,1,0,0,1,1,1,1,4.66
2435,230000,133,3,4,1,2019,1,1,1,0,0,1,1,1,1,5.0
2436,150000,65,2,2,0,2012,1,1,0,0,0,0,1,0,0,4.11
2437,142900,102,2,3,1,2007,1,0,0,0,0,0,0,0,0,4.59
2438,195000,180,2,3,0,1999,1,0,1,0,0,0,0,1,0,4.76
2439,99000,82,2,3,1,1983,1,1,1,0,0,1,0,0,0,5.0
2440,106067,55,2,2,0,2023,1,0,0,0,0,0,0,0,0,4.49
2441,179500,122,2,3,1,2013,1,1,1,1,0,1,0,1,0,4.59
2442,110000,70,2,2,0,2003,1,1,1,0,0,0,0,1,0,4.76
2443,200000,100,3,3,0,2005,1,1,0,0,1,0,0,0,0,4.95
2444,128000,127,2,3,0,2023,1,1,1,1,0,1,1,1,0,3.22
2445,175000,110,2,3,1,2010,1,0,1,0,0,0,0,0,0,4.59
2446,190000,115,2,3,1,2009,1,1,1,1,0,1,1,1,0,5.0
2447,105000,105,2,3,1,2023,1,1,1,0,0,0,0,1,0,3.13
2448,59000,87,2,3,0,2016,1,1,1,1,0,1,0,1,0,1.51
2449,215000,122,3,3,0,2007,1,0,0,0,0,0,0,0,0,4.76
2450,170000,137,2,3,0,1973,1,1,1,1,0,0,1,1,0,5.0
2451,85000,55,2,2,0,2018,1,1,1,0,0,1,1,0,0,4.4
2452,110000,65,2,3,0,2023,1,1,0,1,0,0,1,0,0,4.49
2453,125000,78,2,2,0,2004,1,1,1,0,0,1,0,0,0,5.0
2454,221850,100,2,3,1,2017,1,0,0,0,0,0,0,0,0,4.66
2455,203000,121,3,3,1,1994,1,1,1,0,0,0,0,1,0,5.0
2456,228000,155,3,3,0,1979,1,1,1,1,0,1,1,0,0,5.0
2457,220000,153,2,3,1,2011,1,1,1,0,0,1,1,0,0,5.0
2458,119000,98,2,3,1,2012,1,1,1,0,0,0,0,0,0,2.71
2459,102000,71,2,2,1,2021,1,1,1,0,0,1,1,1,0,4.66
2460,112000,75,2,3,0,2008,1,1,1,1,0,1,1,1,0,4.59
2461,64500,75,1,2,0,1985,1,0,0,0,0,0,0,0,0,4.49
2462,100000,55,2,2,0,2018,1,0,0,1,0,1,1,1,0,3.21
2463,213000,103,2,3,1,2023,1,1,1,1,0,1,1,1,0,4.59
2464,105000,90,2,3,0,2020,1,1,0,0,0,0,1,0,0,4.49
2465,160000,69,2,2,1,2012,1,0,0,0,0,1,0,0,0,5.0
2466,148000,80,2,3,0,2005,1,0,0,0,0,1,0,1,0,5.0
2467,92000,65,2,2,0,2013,1,0,0,0,0,1,1,1,0,4.66
2468,249000,75,2,3,1,2021,1,1,1,1,0,1,1,1,1,5.0
2469,99000,65,2,3,0,2018,1,0,1,1,0,0,0,0,0,4.49
2470,94594,61,2,3,0,2023,1,1,1,0,0,1,1,1,0,3.27
2471,123000,86,2,3,0,1998,1,0,0,1,0,1,0,1,0,4.59
2472,122000,92,2,3,1,2017,1,1,1,1,0,1,1,0,0,4.66
2473,105000,70,2,2,0,2014,1,0,0,0,0,0,0,0,0,4.49
2474,188000,123,2,3,1,1999,1,1,1,1,0,1,0,0,0,5.0
2475,80000,71,2,2,0,1977,1,0,0,0,1,0,0,0,0,5.0
